instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,temp_group2
1697,2011-03-16,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0.0,26,227,253,Dingin,Dingin
1698,2011-03-16,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,10,144,154,Dingin,Dingin
1699,2011-03-16,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,19,49,68,Sejuk,Sejuk
1700,2011-03-16,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,13,62,75,Sejuk,Sejuk
1701,2011-03-16,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,23,65,88,Sejuk,Sejuk
1702,2011-03-16,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,18,81,99,Sejuk,Sejuk
1703,2011-03-16,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,33,67,100,Sejuk,Sejuk
1704,2011-03-16,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,22,79,101,Sejuk,Sejuk
1705,2011-03-16,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,30,121,151,Sejuk,Sejuk
1706,2011-03-16,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,37,216,253,Sejuk,Sejuk
1707,2011-03-16,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,26,211,237,Sejuk,Sejuk
1708,2011-03-16,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,18,150,168,Sejuk,Sejuk
1709,2011-03-16,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,10,111,121,Sejuk,Sejuk
1710,2011-03-16,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,3,75,78,Sejuk,Sejuk
1711,2011-03-16,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,11,48,59,Sejuk,Sejuk
1712,2011-03-16,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,9,18,27,Sejuk,Sejuk
1713,2011-03-17,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,4,19,23,Sejuk,Sejuk
1714,2011-03-17,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,1,11,12,Sejuk,Sejuk
1715,2011-03-17,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,3,5,8,Dingin,Dingin
1716,2011-03-17,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,1,1,2,Dingin,Dingin
1717,2011-03-17,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,0,3,3,Dingin,Dingin
1718,2011-03-17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,0,13,13,Dingin,Dingin
1719,2011-03-17,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,4,47,51,Dingin,Dingin
1720,2011-03-17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,12,128,140,Dingin,Dingin
1721,2011-03-17,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,17,282,299,Sejuk,Sejuk
1722,2011-03-17,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,23,162,185,Sejuk,Sejuk
1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,9,69,78,Sejuk,Sejuk
1724,2011-03-17,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,20,66,86,Sejuk,Sejuk
1725,2011-03-17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,24,81,105,Sejuk,Sejuk
1726,2011-03-17,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,26,85,111,Hangat,Hangat
1727,2011-03-17,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,32,87,119,Sejuk,Sejuk
1728,2011-03-17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,30,95,125,Hangat,Hangat
1729,2011-03-17,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,34,108,142,Sejuk,Sejuk
1730,2011-03-17,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,48,265,313,Sejuk,Sejuk
1731,2011-03-17,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,50,260,310,Sejuk,Sejuk
1732,2011-03-17,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,18,189,207,Sejuk,Sejuk
1733,2011-03-17,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,25,112,137,Sejuk,Sejuk
1734,2011-03-17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,19,119,138,Sejuk,Sejuk
1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17,70,87,Sejuk,Sejuk
1736,2011-03-17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,7,43,50,Sejuk,Sejuk
1737,2011-03-18,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,5,24,29,Sejuk,Sejuk
1738,2011-03-18,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,4,12,16,Sejuk,Sejuk
1739,2011-03-18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,5,9,14,Sejuk,Sejuk
1740,2011-03-18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,1,4,5,Sejuk,Sejuk
1741,2011-03-18,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,2,8,10,Sejuk,Sejuk
1742,2011-03-18,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,1,35,36,Sejuk,Sejuk
1743,2011-03-18,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,11,112,123,Sejuk,Sejuk
1744,2011-03-18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,24,256,280,Sejuk,Sejuk
1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,18,192,210,Sejuk,Sejuk
1746,2011-03-18,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,43,74,117,Hangat,Hangat
1747,2011-03-18,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,55,104,159,Hangat,Hangat
1748,2011-03-18,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,72,123,195,Hangat,Hangat
1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,57,118,175,Hangat,Hangat
1750,2011-03-18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,71,103,174,Hangat,Hangat
1751,2011-03-18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,62,111,173,Panas,Panas
1752,2011-03-18,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,67,137,204,Panas,Panas
1753,2011-03-18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,95,237,332,Panas,Panas
1754,2011-03-18,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,84,247,331,Panas,Panas
1755,2011-03-18,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,58,132,190,Hangat,Hangat
1756,2011-03-18,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,46,103,149,Hangat,Hangat
1757,2011-03-18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22,91,113,Hangat,Hangat
1758,2011-03-18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55,63,118,Hangat,Hangat
1759,2011-03-18,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,26,60,86,Hangat,Hangat
1760,2011-03-19,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,26,50,76,Hangat,Hangat
1761,2011-03-19,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,16,35,51,Hangat,Hangat
1762,2011-03-19,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,5,20,25,Hangat,Hangat
1763,2011-03-19,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,1,7,8,Hangat,Hangat
1764,2011-03-19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,1,2,3,Hangat,Hangat
1765,2011-03-19,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,0,2,2,Hangat,Hangat
1766,2011-03-19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,0,10,10,Sejuk,Sejuk
1767,2011-03-19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,4,9,13,Sejuk,Sejuk
1768,2011-03-19,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,11,37,48,Sejuk,Sejuk
1769,2011-03-19,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,35,41,76,Sejuk,Sejuk
1770,2011-03-19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55,85,140,Sejuk,Sejuk
1771,2011-03-19,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,90,106,196,Sejuk,Sejuk
1772,2011-03-19,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,126,141,267,Sejuk,Sejuk
1773,2011-03-19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301,Sejuk,Sejuk
1774,2011-03-19,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,168,144,312,Sejuk,Sejuk
1775,2011-03-19,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313,Sejuk,Sejuk
1776,2011-03-19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,175,129,304,Sejuk,Sejuk
1777,2011-03-19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,138,140,278,Sejuk,Sejuk
1778,2011-03-19,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,92,125,217,Sejuk,Sejuk
1779,2011-03-19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,38,116,154,Sejuk,Sejuk
1780,2011-03-19,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,39,69,108,Sejuk,Sejuk
1781,2011-03-19,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93,Sejuk,Sejuk
1782,2011-03-19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,27,45,72,Sejuk,Sejuk
1783,2011-03-19,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,13,37,50,Sejuk,Sejuk
1784,2011-03-20,1,0,3,0,0,0,0,1,0.34,0.303,0.49,0.4179,7,33,40,Dingin,Dingin
1785,2011-03-20,1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,2,22,24,Dingin,Dingin
1786,2011-03-20,1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836,6,24,30,Dingin,Dingin
1787,2011-03-20,1,0,3,3,0,0,0,1,0.28,0.2727,0.56,0.2537,1,11,12,Dingin,Dingin
1788,2011-03-20,1,0,3,4,0,0,0,1,0.26,0.2576,0.56,0.2239,2,1,3,Dingin,Dingin
1789,2011-03-20,1,0,3,5,0,0,0,1,0.26,0.2576,0.6,0.194,3,6,9,Dingin,Dingin
1790,2011-03-20,1,0,3,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1,3,4,Dingin,Dingin
1791,2011-03-20,1,0,3,7,0,0,0,1,0.24,0.2273,0.6,0.2239,5,9,14,Dingin,Dingin
1792,2011-03-20,1,0,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,7,30,37,Dingin,Dingin
1793,2011-03-20,1,0,3,9,0,0,0,1,0.3,0.303,0.52,0.1343,35,43,78,Dingin,Dingin
1794,2011-03-20,1,0,3,10,0,0,0,2,0.32,0.3485,0.45,0.0,55,81,136,Dingin,Dingin
1795,2011-03-20,1,0,3,11,0,0,0,1,0.34,0.3485,0.39,0.1045,92,111,203,Dingin,Dingin
1796,2011-03-20,1,0,3,12,0,0,0,1,0.36,0.3636,0.4,0.1045,120,108,228,Sejuk,Sejuk
1797,2011-03-20,1,0,3,13,0,0,0,1,0.38,0.3939,0.34,0.0,88,115,203,Sejuk,Sejuk
1798,2011-03-20,1,0,3,14,0,0,0,1,0.4,0.4091,0.3,0.0,145,134,279,Sejuk,Sejuk
1799,2011-03-20,1,0,3,15,0,0,0,1,0.4,0.4091,0.32,0.0896,172,136,308,Sejuk,Sejuk
1800,2011-03-20,1,0,3,16,0,0,0,1,0.42,0.4242,0.32,0.0,92,132,224,Sejuk,Sejuk
1801,2011-03-20,1,0,3,17,0,0,0,1,0.4,0.4091,0.35,0.2836,83,143,226,Sejuk,Sejuk
1802,2011-03-20,1,0,3,18,0,0,0,1,0.38,0.3939,0.4,0.3582,58,98,156,Sejuk,Sejuk
1803,2011-03-20,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836,21,58,79,Sejuk,Sejuk
1804,2011-03-20,1,0,3,20,0,0,0,1,0.36,0.3333,0.46,0.2836,21,46,67,Sejuk,Sejuk
1805,2011-03-20,1,0,3,21,0,0,0,2,0.34,0.3182,0.53,0.2836,10,39,49,Dingin,Dingin
1806,2011-03-20,1,0,3,22,0,0,0,2,0.34,0.303,0.53,0.3284,8,30,38,Dingin,Dingin
1807,2011-03-20,1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,13,11,24,Dingin,Dingin
1808,2011-03-21,2,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,2,11,13,Dingin,Dingin
1809,2011-03-21,2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,1,6,7,Dingin,Dingin
1810,2011-03-21,2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,1,5,6,Dingin,Dingin
1811,2011-03-21,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,0,1,1,Dingin,Dingin
1812,2011-03-21,2,0,3,5,0,1,1,1,0.32,0.303,0.81,0.2985,1,1,2,Dingin,Dingin
1813,2011-03-21,2,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,2,30,32,Dingin,Dingin
1814,2011-03-21,2,0,3,7,0,1,1,3,0.3,0.2727,0.87,0.4179,3,15,18,Dingin,Dingin
1815,2011-03-21,2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,3,95,98,Dingin,Dingin
1816,2011-03-21,2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,12,115,127,Dingin,Dingin
1817,2011-03-21,2,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881,17,45,62,Sejuk,Sejuk
1818,2011-03-21,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47,79,Sejuk,Sejuk
1819,2011-03-21,2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,25,56,81,Sejuk,Sejuk
1820,2011-03-21,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77,112,Sejuk,Sejuk
1821,2011-03-21,2,0,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,36,65,101,Hangat,Hangat
1822,2011-03-21,2,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239,41,66,107,Hangat,Hangat
1823,2011-03-21,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,29,112,141,Hangat,Hangat
1824,2011-03-21,2,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,41,231,272,Hangat,Hangat
1825,2011-03-21,2,0,3,18,0,1,1,2,0.52,0.5,0.72,0.2239,44,232,276,Hangat,Hangat
1826,2011-03-21,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,22,199,221,Hangat,Hangat
1827,2011-03-21,2,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.194,16,106,122,Hangat,Hangat
1828,2011-03-21,2,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.194,12,79,91,Sejuk,Sejuk
1829,2011-03-21,2,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,18,60,78,Sejuk,Sejuk
1830,2011-03-21,2,0,3,23,0,1,1,1,0.46,0.4545,0.88,0.0896,8,22,30,Sejuk,Sejuk
1831,2011-03-22,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,4,7,11,Sejuk,Sejuk
1832,2011-03-22,2,0,3,1,0,2,1,1,0.42,0.4242,1.0,0.1343,6,13,19,Sejuk,Sejuk
1833,2011-03-22,2,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1,Sejuk,Sejuk
1834,2011-03-22,2,0,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,3,2,5,Sejuk,Sejuk
1835,2011-03-22,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1,1,Sejuk,Sejuk
1836,2011-03-22,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,1,11,12,Sejuk,Sejuk
1837,2011-03-22,2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,2,58,60,Sejuk,Sejuk
1838,2011-03-22,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,4,132,136,Sejuk,Sejuk
1839,2011-03-22,2,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,24,312,336,Sejuk,Sejuk
1840,2011-03-22,2,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,19,159,178,Sejuk,Sejuk
1841,2011-03-22,2,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,29,95,124,Sejuk,Sejuk
1842,2011-03-22,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,22,64,86,Sejuk,Sejuk
1843,2011-03-22,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121,Sejuk,Sejuk
1844,2011-03-22,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85,106,Sejuk,Sejuk
1845,2011-03-22,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,30,71,101,Sejuk,Sejuk
1846,2011-03-22,2,0,3,15,0,2,1,1,0.5,0.4848,0.42,0.2239,55,79,134,Sejuk,Sejuk
1847,2011-03-22,2,0,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,40,125,165,Sejuk,Sejuk
1848,2011-03-22,2,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,42,265,307,Sejuk,Sejuk
1849,2011-03-22,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271,312,Sejuk,Sejuk
1850,2011-03-22,2,0,3,19,0,2,1,2,0.44,0.4394,0.54,0.2537,22,142,164,Sejuk,Sejuk
1851,2011-03-22,2,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,19,116,135,Sejuk,Sejuk
1852,2011-03-22,2,0,3,21,0,2,1,2,0.42,0.4242,0.54,0.2836,24,63,87,Sejuk,Sejuk
1853,2011-03-22,2,0,3,22,0,2,1,2,0.4,0.4091,0.58,0.2537,13,57,70,Sejuk,Sejuk
1854,2011-03-22,2,0,3,23,0,2,1,2,0.4,0.4091,0.58,0.2537,4,28,32,Sejuk,Sejuk
1855,2011-03-23,2,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,3,8,11,Sejuk,Sejuk
1856,2011-03-23,2,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,0,7,7,Dingin,Dingin
1857,2011-03-23,2,0,3,2,0,3,1,3,0.34,0.3182,0.76,0.2239,1,1,2,Dingin,Dingin
1858,2011-03-23,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,0,3,3,Dingin,Dingin
1859,2011-03-23,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,0,10,10,Dingin,Dingin
1860,2011-03-23,2,0,3,6,0,3,1,2,0.34,0.3182,0.87,0.2537,1,43,44,Dingin,Dingin
1861,2011-03-23,2,0,3,7,0,3,1,2,0.32,0.303,0.93,0.2239,7,111,118,Dingin,Dingin
1862,2011-03-23,2,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.194,14,247,261,Dingin,Dingin
1863,2011-03-23,2,0,3,9,0,3,1,2,0.32,0.303,0.81,0.2537,8,174,182,Dingin,Dingin
1864,2011-03-23,2,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,15,60,75,Dingin,Dingin
1865,2011-03-23,2,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.194,18,53,71,Dingin,Dingin
1866,2011-03-23,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73,87,Dingin,Dingin
1867,2011-03-23,2,0,3,13,0,3,1,3,0.34,0.3333,0.87,0.1343,14,94,108,Dingin,Dingin
1868,2011-03-23,2,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,13,71,84,Sejuk,Sejuk
1869,2011-03-23,2,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,11,74,85,Sejuk,Sejuk
1870,2011-03-23,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,13,123,136,Sejuk,Sejuk
1871,2011-03-23,2,0,3,17,0,3,1,2,0.4,0.4091,0.76,0.2239,28,245,273,Sejuk,Sejuk
1872,2011-03-23,2,0,3,18,0,3,1,3,0.38,0.3939,0.82,0.2537,20,218,238,Sejuk,Sejuk
1873,2011-03-23,2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,12,147,159,Sejuk,Sejuk
1874,2011-03-23,2,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,3,72,75,Sejuk,Sejuk
1875,2011-03-23,2,0,3,21,0,3,1,3,0.32,0.2879,1.0,0.4179,0,22,22,Dingin,Dingin
1876,2011-03-23,2,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38,44,Dingin,Dingin
1877,2011-03-23,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0.0,2,24,26,Dingin,Dingin
1878,2011-03-24,2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,0,11,11,Dingin,Dingin
1879,2011-03-24,2,0,3,1,0,4,1,2,0.3,0.2879,1.0,0.2239,0,3,3,Dingin,Dingin
1880,2011-03-24,2,0,3,2,0,4,1,2,0.3,0.2879,1.0,0.2537,0,6,6,Dingin,Dingin
1881,2011-03-24,2,0,3,3,0,4,1,2,0.28,0.2727,1.0,0.194,1,0,1,Dingin,Dingin
1882,2011-03-24,2,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.194,0,1,1,Dingin,Dingin
1883,2011-03-24,2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9,Dingin,Dingin
1884,2011-03-24,2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41,Dingin,Dingin
1885,2011-03-24,2,0,3,7,0,4,1,3,0.26,0.2576,1.0,0.2239,2,106,108,Dingin,Dingin
1886,2011-03-24,2,0,3,8,0,4,1,3,0.26,0.2273,1.0,0.2985,4,120,124,Dingin,Dingin
1887,2011-03-24,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97,Dingin,Dingin
1888,2011-03-24,2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65,Dingin,Dingin
1889,2011-03-24,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71,Dingin,Dingin
1890,2011-03-24,2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,94,Dingin,Dingin
1891,2011-03-24,2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90,101,Dingin,Dingin
1892,2011-03-24,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83,Dingin,Dingin
1893,2011-03-24,2,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77,90,Dingin,Dingin
1894,2011-03-24,2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84,Dingin,Dingin
1895,2011-03-24,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233,Dingin,Dingin
1896,2011-03-24,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214,Dingin,Dingin
1897,2011-03-24,2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,138,Dingin,Dingin
1898,2011-03-24,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118,Dingin,Dingin
1899,2011-03-24,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78,Dingin,Dingin
1900,2011-03-24,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62,Dingin,Dingin
1901,2011-03-24,2,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33,Dingin,Dingin
1902,2011-03-25,2,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18,Dingin,Dingin
1903,2011-03-25,2,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5,Dingin,Dingin
1904,2011-03-25,2,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5,Dingin,Dingin
1905,2011-03-25,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2,Dingin,Dingin
1906,2011-03-25,2,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5,Dingin,Dingin
1907,2011-03-25,2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9,Dingin,Dingin
1908,2011-03-25,2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32,Dingin,Dingin
1909,2011-03-25,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104,Dingin,Dingin
1910,2011-03-25,2,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237,Dingin,Dingin
1911,2011-03-25,2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166,Dingin,Dingin
1912,2011-03-25,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,15,53,68,Dingin,Dingin
1913,2011-03-25,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75,Dingin,Dingin
1914,2011-03-25,2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145,Dingin,Dingin
1915,2011-03-25,2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138,Dingin,Dingin
1916,2011-03-25,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133,Sejuk,Sejuk
1917,2011-03-25,2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122,Dingin,Dingin
1918,2011-03-25,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150,Dingin,Dingin
1919,2011-03-25,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225,Dingin,Dingin
1920,2011-03-25,2,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198,Dingin,Dingin
1921,2011-03-25,2,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135,Dingin,Dingin
1922,2011-03-25,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81,Dingin,Dingin
1923,2011-03-25,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75,Dingin,Dingin
1924,2011-03-25,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43,Dingin,Dingin
1925,2011-03-25,2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39,Dingin,Dingin
