instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,hr,temp_group2
3779,2011-06-11,2,0,6,0,6,0,1,0.74,0.6818,0.58,0.194,32,111,143,Panas,8,Panas
3780,2011-06-11,2,0,6,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,230,Panas,9,Panas
3781,2011-06-11,2,0,6,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264,Panas,10,Panas
3782,2011-06-11,2,0,6,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,325,Panas,11,Panas
3783,2011-06-11,2,0,6,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,347,Panas,12,Panas
3784,2011-06-11,2,0,6,0,6,0,1,0.8,0.7576,0.55,0.194,150,237,387,Panas,13,Panas
3785,2011-06-11,2,0,6,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,380,Panas,14,Panas
3786,2011-06-11,2,0,6,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,374,Panas,15,Panas
3787,2011-06-11,2,0,6,0,6,0,2,0.8,0.7273,0.46,0.194,169,225,394,Panas,16,Panas
3788,2011-06-11,2,0,6,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337,Panas,17,Panas
3789,2011-06-11,2,0,6,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286,Panas,18,Panas
3790,2011-06-11,2,0,6,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264,Panas,19,Panas
3791,2011-06-11,2,0,6,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275,Panas,20,Panas
3792,2011-06-11,2,0,6,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220,Hangat,21,Hangat
3793,2011-06-11,2,0,6,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190,Hangat,22,Hangat
3794,2011-06-11,2,0,6,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131,Hangat,23,Hangat
3795,2011-06-12,2,0,6,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,119,Hangat,0,Hangat
3796,2011-06-12,2,0,6,0,0,0,1,0.64,0.5758,0.83,0.1045,19,74,93,Hangat,1,Hangat
3797,2011-06-12,2,0,6,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66,Hangat,2,Hangat
3798,2011-06-12,2,0,6,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28,Hangat,3,Hangat
3799,2011-06-12,2,0,6,0,0,0,1,0.62,0.5606,0.88,0.1642,8,6,14,Hangat,4,Hangat
3800,2011-06-12,2,0,6,0,0,0,1,0.62,0.5606,0.88,0.2239,5,5,10,Hangat,5,Hangat
3801,2011-06-12,2,0,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14,Hangat,6,Hangat
3802,2011-06-12,2,0,6,0,0,0,1,0.64,0.5909,0.78,0.1045,7,27,34,Hangat,7,Hangat
3803,2011-06-12,2,0,6,0,0,0,1,0.7,0.6667,0.74,0.0,28,64,92,Panas,8,Panas
3804,2011-06-12,2,0,6,0,0,0,1,0.72,0.6818,0.66,0.0,75,107,182,Panas,9,Panas
3805,2011-06-12,2,0,6,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311,Panas,10,Panas
3806,2011-06-12,2,0,6,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367,Panas,11,Panas
3807,2011-06-12,2,0,6,0,0,0,1,0.82,0.7576,0.46,0.0,176,244,420,Panas,12,Panas
3808,2011-06-12,2,0,6,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373,Panas,13,Panas
3809,2011-06-12,2,0,6,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315,Panas,14,Panas
3810,2011-06-12,2,0,6,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360,Panas,15,Panas
3811,2011-06-12,2,0,6,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350,Panas,16,Panas
3812,2011-06-12,2,0,6,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,252,Panas,17,Panas
3813,2011-06-12,2,0,6,0,0,0,1,0.7,0.6667,0.74,0.1642,69,187,256,Panas,18,Panas
3814,2011-06-12,2,0,6,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223,Panas,19,Panas
3815,2011-06-12,2,0,6,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206,Hangat,20,Hangat
3816,2011-06-12,2,0,6,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140,Hangat,21,Hangat
3817,2011-06-12,2,0,6,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128,Hangat,22,Hangat
3818,2011-06-12,2,0,6,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107,Hangat,23,Hangat
3819,2011-06-13,2,0,6,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28,Hangat,0,Hangat
3820,2011-06-13,2,0,6,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16,Hangat,1,Hangat
3821,2011-06-13,2,0,6,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,10,Hangat,2,Hangat
3822,2011-06-13,2,0,6,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,7,Hangat,3,Hangat
3823,2011-06-13,2,0,6,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,4,Hangat,4,Hangat
3824,2011-06-13,2,0,6,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,29,Hangat,5,Hangat
3825,2011-06-13,2,0,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,105,Hangat,6,Hangat
3826,2011-06-13,2,0,6,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328,Hangat,7,Hangat
3827,2011-06-13,2,0,6,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476,Hangat,8,Hangat
3828,2011-06-13,2,0,6,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224,Hangat,9,Hangat
3829,2011-06-13,2,0,6,0,1,1,1,0.64,0.6212,0.41,0.3284,38,80,118,Hangat,10,Hangat
3830,2011-06-13,2,0,6,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,159,Hangat,11,Hangat
3831,2011-06-13,2,0,6,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,196,Hangat,12,Hangat
3832,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.37,0.0,53,174,227,Panas,13,Panas
3833,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,200,Panas,14,Panas
3834,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185,Panas,15,Panas
3835,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.37,0.4179,64,262,326,Panas,16,Panas
3836,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,601,Panas,17,Panas
3837,2011-06-13,2,0,6,0,1,1,1,0.7,0.6364,0.37,0.3582,76,510,586,Panas,18,Panas
3838,2011-06-13,2,0,6,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,423,Hangat,19,Hangat
3839,2011-06-13,2,0,6,0,1,1,1,0.64,0.6212,0.44,0.2537,78,253,331,Hangat,20,Hangat
3840,2011-06-13,2,0,6,0,1,1,1,0.64,0.6212,0.41,0.2537,40,178,218,Hangat,21,Hangat
3841,2011-06-13,2,0,6,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,134,Hangat,22,Hangat
3842,2011-06-13,2,0,6,0,1,1,1,0.62,0.6212,0.46,0.194,14,75,89,Hangat,23,Hangat
3843,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.49,0.194,13,18,31,Hangat,0,Hangat
3844,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.49,0.2537,3,10,13,Hangat,1,Hangat
3845,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.49,0.2836,2,8,10,Hangat,2,Hangat
3846,2011-06-14,2,0,6,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2,Hangat,3,Hangat
3847,2011-06-14,2,0,6,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,3,Hangat,4,Hangat
3848,2011-06-14,2,0,6,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,26,Hangat,5,Hangat
3849,2011-06-14,2,0,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6,107,113,Hangat,6,Hangat
3850,2011-06-14,2,0,6,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,365,Hangat,7,Hangat
3851,2011-06-14,2,0,6,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,486,Hangat,8,Hangat
3852,2011-06-14,2,0,6,0,2,1,1,0.62,0.6212,0.46,0.194,19,174,193,Hangat,9,Hangat
3853,2011-06-14,2,0,6,0,2,1,1,0.62,0.6212,0.46,0.2239,33,97,130,Hangat,10,Hangat
3854,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103,143,Hangat,11,Hangat
3855,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,169,Hangat,12,Hangat
3856,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209,Hangat,13,Hangat
3857,2011-06-14,2,0,6,0,2,1,2,0.64,0.6212,0.47,0.194,41,118,159,Hangat,14,Hangat
3858,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.47,0.1642,42,136,178,Hangat,15,Hangat
3859,2011-06-14,2,0,6,0,2,1,1,0.68,0.6364,0.41,0.194,51,279,330,Panas,16,Panas
3860,2011-06-14,2,0,6,0,2,1,3,0.64,0.6212,0.5,0.2836,85,484,569,Hangat,17,Hangat
3861,2011-06-14,2,0,6,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,538,Hangat,18,Hangat
3862,2011-06-14,2,0,6,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386,Hangat,19,Hangat
3863,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297,Hangat,20,Hangat
3864,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243,Hangat,21,Hangat
3865,2011-06-14,2,0,6,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188,Hangat,22,Hangat
3866,2011-06-14,2,0,6,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,110,Hangat,23,Hangat
3867,2011-06-15,2,0,6,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,52,Hangat,0,Hangat
3868,2011-06-15,2,0,6,0,3,1,1,0.54,0.5152,0.64,0.2836,0,14,14,Hangat,1,Hangat
3869,2011-06-15,2,0,6,0,3,1,1,0.52,0.5,0.63,0.2239,0,9,9,Hangat,2,Hangat
3870,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.68,0.2537,0,1,1,Sejuk,3,Sejuk
3871,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,4,Sejuk,4,Sejuk
3872,2011-06-15,2,0,6,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,21,Sejuk,5,Sejuk
3873,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,121,Sejuk,6,Sejuk
3874,2011-06-15,2,0,6,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348,370,Hangat,7,Hangat
3875,2011-06-15,2,0,6,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,498,Hangat,8,Hangat
3876,2011-06-15,2,0,6,0,3,1,1,0.6,0.6212,0.49,0.0,22,185,207,Hangat,9,Hangat
3877,2011-06-15,2,0,6,0,3,1,1,0.64,0.6212,0.47,0.1642,27,108,135,Hangat,10,Hangat
3878,2011-06-15,2,0,6,0,3,1,1,0.68,0.6364,0.36,0.0,49,115,164,Panas,11,Panas
3879,2011-06-15,2,0,6,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211,Panas,12,Panas
3880,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.2836,43,146,189,Panas,13,Panas
3881,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.0,50,128,178,Panas,14,Panas
3882,2011-06-15,2,0,6,0,3,1,1,0.76,0.6667,0.27,0.0,33,131,164,Panas,15,Panas
3883,2011-06-15,2,0,6,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,312,Panas,16,Panas
3884,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.1045,83,555,638,Panas,17,Panas
3885,2011-06-15,2,0,6,0,3,1,1,0.72,0.6515,0.32,0.1343,80,527,607,Panas,18,Panas
3886,2011-06-15,2,0,6,0,3,1,1,0.7,0.6364,0.37,0.2836,54,362,416,Panas,19,Panas
3887,2011-06-15,2,0,6,0,3,1,1,0.66,0.6212,0.44,0.1642,57,273,330,Hangat,20,Hangat
3888,2011-06-15,2,0,6,0,3,1,1,0.64,0.6212,0.47,0.2239,48,209,257,Hangat,21,Hangat
3889,2011-06-15,2,0,6,0,3,1,1,0.62,0.6212,0.5,0.1045,31,144,175,Hangat,22,Hangat
3890,2011-06-15,2,0,6,0,3,1,1,0.62,0.6212,0.53,0.0,17,90,107,Hangat,23,Hangat
3891,2011-06-16,2,0,6,0,4,1,1,0.6,0.6212,0.56,0.1045,9,38,47,Hangat,0,Hangat
3892,2011-06-16,2,0,6,0,4,1,1,0.58,0.5455,0.6,0.0,4,13,17,Hangat,1,Hangat
3893,2011-06-16,2,0,6,0,4,1,1,0.6,0.6212,0.56,0.0896,1,4,5,Hangat,2,Hangat
3894,2011-06-16,2,0,6,0,4,1,2,0.56,0.5303,0.73,0.0896,0,4,4,Hangat,3,Hangat
3895,2011-06-16,2,0,6,0,4,1,2,0.56,0.5303,0.68,0.1045,0,6,6,Hangat,4,Hangat
3896,2011-06-16,2,0,6,0,4,1,1,0.6,0.6061,0.64,0.194,7,18,25,Hangat,5,Hangat
3897,2011-06-16,2,0,6,0,4,1,3,0.58,0.5455,0.73,0.1642,8,104,112,Hangat,6,Hangat
3898,2011-06-16,2,0,6,0,4,1,3,0.56,0.5303,0.78,0.1642,16,172,188,Hangat,7,Hangat
3899,2011-06-16,2,0,6,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,388,Hangat,8,Hangat
3900,2011-06-16,2,0,6,0,4,1,2,0.62,0.6061,0.65,0.194,29,232,261,Hangat,9,Hangat
3901,2011-06-16,2,0,6,0,4,1,2,0.66,0.6212,0.61,0.2537,18,103,121,Hangat,10,Hangat
3902,2011-06-16,2,0,6,0,4,1,2,0.68,0.6364,0.61,0.2985,33,117,150,Panas,11,Panas
3903,2011-06-16,2,0,6,0,4,1,1,0.72,0.6667,0.54,0.3881,41,165,206,Panas,12,Panas
3904,2011-06-16,2,0,6,0,4,1,2,0.72,0.6667,0.54,0.2537,37,114,151,Panas,13,Panas
3905,2011-06-16,2,0,6,0,4,1,2,0.72,0.6667,0.54,0.3284,39,114,153,Panas,14,Panas
3906,2011-06-16,2,0,6,0,4,1,2,0.7,0.6515,0.61,0.2985,32,127,159,Panas,15,Panas
3907,2011-06-16,2,0,6,0,4,1,3,0.66,0.6212,0.69,0.194,36,258,294,Hangat,16,Hangat
3908,2011-06-16,2,0,6,0,4,1,2,0.64,0.5909,0.78,0.1045,42,230,272,Hangat,17,Hangat
3909,2011-06-16,2,0,6,0,4,1,1,0.64,0.5758,0.83,0.2239,26,299,325,Hangat,18,Hangat
3910,2011-06-16,2,0,6,0,4,1,1,0.62,0.5758,0.83,0.2836,58,269,327,Hangat,19,Hangat
3911,2011-06-16,2,0,6,0,4,1,1,0.62,0.5758,0.83,0.3284,25,176,201,Hangat,20,Hangat
3912,2011-06-16,2,0,6,0,4,1,3,0.62,0.5758,0.83,0.2537,34,154,188,Hangat,21,Hangat
3913,2011-06-16,2,0,6,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,151,Hangat,22,Hangat
3914,2011-06-16,2,0,6,0,4,1,3,0.6,0.5606,0.83,0.2537,2,14,16,Hangat,23,Hangat
3915,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.88,0.0896,3,21,24,Hangat,0,Hangat
3916,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.94,0.1343,4,19,23,Hangat,1,Hangat
3917,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.94,0.1045,2,11,13,Hangat,2,Hangat
3918,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.94,0.1045,1,5,6,Hangat,3,Hangat
3919,2011-06-17,2,0,6,0,5,1,1,0.54,0.5152,0.94,0.1343,1,5,6,Hangat,4,Hangat
3920,2011-06-17,2,0,6,0,5,1,1,0.54,0.5152,1.0,0.0,1,12,13,Hangat,5,Hangat
3921,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.94,0.0,8,89,97,Hangat,6,Hangat
3922,2011-06-17,2,0,6,0,5,1,1,0.6,0.5606,0.83,0.0,25,225,250,Hangat,7,Hangat
3923,2011-06-17,2,0,6,0,5,1,2,0.6,0.5606,0.83,0.0,28,426,454,Hangat,8,Hangat
3924,2011-06-17,2,0,6,0,5,1,1,0.7,0.6515,0.58,0.194,28,196,224,Panas,9,Panas
3925,2011-06-17,2,0,6,0,5,1,1,0.7,0.6515,0.58,0.194,44,126,170,Panas,10,Panas
3926,2011-06-17,2,0,6,0,5,1,1,0.68,0.6364,0.69,0.2537,43,138,181,Panas,11,Panas
3927,2011-06-17,2,0,6,0,5,1,1,0.7,0.6515,0.65,0.2537,49,194,243,Panas,12,Panas
3928,2011-06-17,2,0,6,0,5,1,1,0.74,0.6818,0.62,0.2836,48,156,204,Panas,13,Panas
3929,2011-06-17,2,0,6,0,5,1,1,0.76,0.697,0.52,0.194,73,142,215,Panas,14,Panas
3930,2011-06-17,2,0,6,0,5,1,1,0.78,0.697,0.43,0.2239,62,181,243,Panas,15,Panas
3931,2011-06-17,2,0,6,0,5,1,1,0.76,0.6818,0.45,0.1642,69,286,355,Panas,16,Panas
3932,2011-06-17,2,0,6,0,5,1,3,0.76,0.6818,0.4,0.194,85,467,552,Panas,17,Panas
3933,2011-06-17,2,0,6,0,5,1,3,0.76,0.6818,0.4,0.194,62,388,450,Panas,18,Panas
3934,2011-06-17,2,0,6,0,5,1,3,0.64,0.5758,0.83,0.2537,53,275,328,Hangat,19,Hangat
3935,2011-06-17,2,0,6,0,5,1,1,0.64,0.5909,0.78,0.1045,40,192,232,Hangat,20,Hangat
3936,2011-06-17,2,0,6,0,5,1,1,0.64,0.5909,0.78,0.0896,49,159,208,Hangat,21,Hangat
3937,2011-06-17,2,0,6,0,5,1,1,0.62,0.5606,0.88,0.1343,48,127,175,Hangat,22,Hangat
3938,2011-06-17,2,0,6,0,5,1,1,0.62,0.5758,0.83,0.1343,37,141,178,Hangat,23,Hangat
3939,2011-06-18,2,0,6,0,6,0,1,0.62,0.5606,0.88,0.1343,21,83,104,Hangat,0,Hangat
3940,2011-06-18,2,0,6,0,6,0,1,0.62,0.5758,0.83,0.1045,15,80,95,Hangat,1,Hangat
3941,2011-06-18,2,0,6,0,6,0,1,0.6,0.5455,0.88,0.0,16,37,53,Hangat,2,Hangat
3942,2011-06-18,2,0,6,0,6,0,1,0.6,0.5455,0.88,0.0896,4,16,20,Hangat,3,Hangat
3943,2011-06-18,2,0,6,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5,Hangat,4,Hangat
3944,2011-06-18,2,0,6,0,6,0,1,0.62,0.5758,0.83,0.0,1,6,7,Hangat,5,Hangat
3945,2011-06-18,2,0,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9,18,27,Hangat,6,Hangat
3946,2011-06-18,2,0,6,0,6,0,1,0.64,0.5909,0.78,0.1343,12,45,57,Hangat,7,Hangat
3947,2011-06-18,2,0,6,0,6,0,1,0.66,0.6061,0.78,0.0896,28,103,131,Hangat,8,Hangat
3948,2011-06-18,2,0,6,0,6,0,1,0.7,0.6515,0.61,0.2239,62,156,218,Panas,9,Panas
3949,2011-06-18,2,0,6,0,6,0,1,0.72,0.6818,0.62,0.194,68,176,244,Panas,10,Panas
3950,2011-06-18,2,0,6,0,6,0,1,0.72,0.6818,0.62,0.1343,134,270,404,Panas,11,Panas
3951,2011-06-18,2,0,6,0,6,0,1,0.74,0.697,0.66,0.0896,162,258,420,Panas,12,Panas
3952,2011-06-18,2,0,6,0,6,0,1,0.76,0.697,0.55,0.0,135,192,327,Panas,13,Panas
3953,2011-06-18,2,0,6,0,6,0,2,0.8,0.7273,0.46,0.2836,138,196,334,Panas,14,Panas
3954,2011-06-18,2,0,6,0,6,0,2,0.82,0.7576,0.46,0.1343,153,214,367,Panas,15,Panas
3955,2011-06-18,2,0,6,0,6,0,2,0.76,0.697,0.52,0.2239,193,275,468,Panas,16,Panas
3956,2011-06-18,2,0,6,0,6,0,2,0.76,0.6818,0.48,0.1642,210,239,449,Panas,17,Panas
3957,2011-06-18,2,0,6,0,6,0,2,0.74,0.6818,0.55,0.194,118,263,381,Panas,18,Panas
3958,2011-06-18,2,0,6,0,6,0,2,0.74,0.6667,0.51,0.1045,99,227,326,Panas,19,Panas
3959,2011-06-18,2,0,6,0,6,0,2,0.72,0.6667,0.58,0.1343,61,127,188,Panas,20,Panas
3960,2011-06-18,2,0,6,0,6,0,2,0.72,0.6818,0.66,0.1045,58,125,183,Panas,21,Panas
3961,2011-06-18,2,0,6,0,6,0,2,0.72,0.6818,0.62,0.1343,56,105,161,Panas,22,Panas
3962,2011-06-18,2,0,6,0,6,0,2,0.72,0.6818,0.62,0.0,53,97,150,Panas,23,Panas
3963,2011-06-19,2,0,6,0,0,0,1,0.7,0.6515,0.65,0.0,18,71,89,Panas,0,Panas
3964,2011-06-19,2,0,6,0,0,0,2,0.7,0.6515,0.65,0.0896,17,59,76,Panas,1,Panas
3965,2011-06-19,2,0,6,0,0,0,1,0.68,0.6364,0.74,0.0896,13,59,72,Panas,2,Panas
3966,2011-06-19,2,0,6,0,0,0,2,0.66,0.6061,0.78,0.1343,14,16,30,Hangat,3,Hangat
3967,2011-06-19,2,0,6,0,0,0,2,0.66,0.6212,0.74,0.1343,7,10,17,Hangat,4,Hangat
3968,2011-06-19,2,0,6,0,0,0,2,0.66,0.6061,0.78,0.0,7,12,19,Hangat,5,Hangat
3969,2011-06-19,2,0,6,0,0,0,2,0.66,0.6061,0.78,0.1642,11,22,33,Hangat,6,Hangat
3970,2011-06-19,2,0,6,0,0,0,2,0.66,0.6061,0.78,0.1642,35,36,71,Hangat,7,Hangat
3971,2011-06-19,2,0,6,0,0,0,3,0.68,0.6364,0.74,0.1045,25,59,84,Panas,8,Panas
3972,2011-06-19,2,0,6,0,0,0,2,0.68,0.6364,0.74,0.1045,58,111,169,Panas,9,Panas
3973,2011-06-19,2,0,6,0,0,0,2,0.7,0.6515,0.61,0.1045,86,158,244,Panas,10,Panas
3974,2011-06-19,2,0,6,0,0,0,2,0.72,0.6667,0.58,0.0896,141,236,377,Panas,11,Panas
3975,2011-06-19,2,0,6,0,0,0,2,0.74,0.6818,0.55,0.0896,141,255,396,Panas,12,Panas
3976,2011-06-19,2,0,6,0,0,0,2,0.74,0.6667,0.51,0.0,149,214,363,Panas,13,Panas
3977,2011-06-19,2,0,6,0,0,0,3,0.74,0.6818,0.58,0.1045,124,193,317,Panas,14,Panas
3978,2011-06-19,2,0,6,0,0,0,2,0.74,0.6818,0.55,0.1045,146,216,362,Panas,15,Panas
3979,2011-06-19,2,0,6,0,0,0,2,0.76,0.6818,0.48,0.0,121,257,378,Panas,16,Panas
3980,2011-06-19,2,0,6,0,0,0,1,0.74,0.6667,0.51,0.0,159,238,397,Panas,17,Panas
3981,2011-06-19,2,0,6,0,0,0,2,0.74,0.6818,0.58,0.0896,78,218,296,Panas,18,Panas
3982,2011-06-19,2,0,6,0,0,0,1,0.72,0.6818,0.62,0.1343,94,217,311,Panas,19,Panas
3983,2011-06-19,2,0,6,0,0,0,1,0.7,0.6515,0.7,0.194,86,146,232,Panas,20,Panas
3984,2011-06-19,2,0,6,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167,Panas,21,Panas
3985,2011-06-19,2,0,6,0,0,0,1,0.66,0.6061,0.78,0.2239,38,114,152,Hangat,22,Hangat
3986,2011-06-19,2,0,6,0,0,0,1,0.66,0.6061,0.78,0.194,14,78,92,Hangat,23,Hangat
3987,2011-06-20,2,0,6,0,1,1,1,0.66,0.6061,0.83,0.1642,7,19,26,Hangat,0,Hangat
3988,2011-06-20,2,0,6,0,1,1,1,0.64,0.5758,0.89,0.0896,9,3,12,Hangat,1,Hangat
3989,2011-06-20,2,0,6,0,1,1,1,0.64,0.5758,0.89,0.0896,2,0,2,Hangat,2,Hangat
3990,2011-06-20,2,0,6,0,1,1,3,0.64,0.5758,0.89,0.0,1,0,1,Hangat,3,Hangat
3991,2011-06-20,2,0,6,0,1,1,3,0.62,0.5606,0.88,0.1642,1,2,3,Hangat,4,Hangat
3992,2011-06-20,2,0,6,0,1,1,3,0.62,0.5758,0.83,0.1343,0,3,3,Hangat,5,Hangat
3993,2011-06-20,2,0,6,0,1,1,3,0.6,0.5758,0.78,0.1343,1,25,26,Hangat,6,Hangat
3994,2011-06-20,2,0,6,0,1,1,3,0.56,0.5303,0.88,0.194,0,46,46,Hangat,7,Hangat
3995,2011-06-20,2,0,6,0,1,1,3,0.56,0.5303,0.83,0.194,12,209,221,Hangat,8,Hangat
3996,2011-06-20,2,0,6,0,1,1,2,0.6,0.5758,0.78,0.2537,19,200,219,Hangat,9,Hangat
3997,2011-06-20,2,0,6,0,1,1,2,0.6,0.5758,0.78,0.2537,33,58,91,Hangat,10,Hangat
3998,2011-06-20,2,0,6,0,1,1,2,0.6,0.5758,0.78,0.1045,27,67,94,Hangat,11,Hangat
3999,2011-06-20,2,0,6,0,1,1,2,0.62,0.6061,0.69,0.1045,33,129,162,Hangat,12,Hangat
4000,2011-06-20,2,0,6,0,1,1,1,0.64,0.6061,0.65,0.1045,50,129,179,Hangat,13,Hangat
4001,2011-06-20,2,0,6,0,1,1,1,0.66,0.6212,0.61,0.1045,45,130,175,Hangat,14,Hangat
4002,2011-06-20,2,0,6,0,1,1,1,0.66,0.6212,0.61,0.1343,66,139,205,Hangat,15,Hangat
4003,2011-06-20,2,0,6,0,1,1,1,0.7,0.6515,0.58,0.1642,61,238,299,Panas,16,Panas
4004,2011-06-20,2,0,6,0,1,1,1,0.7,0.6515,0.54,0.0,81,484,565,Panas,17,Panas
4005,2011-06-20,2,0,6,0,1,1,1,0.7,0.6515,0.61,0.2537,64,474,538,Panas,18,Panas
4006,2011-06-20,2,0,6,0,1,1,1,0.66,0.6212,0.65,0.2239,62,369,431,Hangat,19,Hangat
4007,2011-06-20,2,0,6,0,1,1,1,0.66,0.6212,0.69,0.2239,52,264,316,Hangat,20,Hangat
4008,2011-06-20,2,0,6,0,1,1,1,0.64,0.6061,0.73,0.1642,39,167,206,Hangat,21,Hangat
4009,2011-06-20,2,0,6,0,1,1,2,0.64,0.6061,0.73,0.2239,24,106,130,Hangat,22,Hangat
4010,2011-06-20,2,0,6,0,1,1,1,0.62,0.5909,0.78,0.2537,10,50,60,Hangat,23,Hangat
4011,2011-06-21,3,0,6,0,2,1,1,0.62,0.5909,0.78,0.1642,10,23,33,Hangat,0,Hangat
4012,2011-06-21,3,0,6,0,2,1,3,0.62,0.5909,0.78,0.1642,2,12,14,Hangat,1,Hangat
4013,2011-06-21,3,0,6,0,2,1,3,0.62,0.5758,0.83,0.1642,1,5,6,Hangat,2,Hangat
